subj,session,feedType,trial,length,tarCat,respSE,respRT
112110,2,1,18,31,1,-1,1084
112110,2,1,19,22,-1,1,949
112110,2,1,20,30,-1,1,686
112110,2,1,21,14,-1,-1,893
112110,2,1,22,18,1,-1,909
112110,2,1,23,31,-1,1,652
112110,2,1,24,49,1,1,917
112110,2,1,25,43,1,1,853
112110,2,1,26,24,-1,1,1230
112110,2,1,27,42,1,1,732
112110,2,1,28,33,1,1,853
112110,2,1,29,10,-1,-1,757
112110,2,1,30,32,1,1,516
112110,2,1,31,9,-1,-1,620
112110,2,1,32,27,-1,1,663
112110,2,1,33,25,1,-1,1237
112110,2,1,34,32,1,1,1662
112110,2,1,35,34,1,1,845
112110,2,1,36,42,1,1,1061
112110,2,1,37,25,-1,1,733
112110,2,1,38,24,-1,1,2093
112110,2,1,39,19,-1,-1,853
112110,2,1,40,27,1,-1,1269
112110,2,1,41,11,-1,-1,821
112110,2,1,42,15,1,-1,1261
112110,2,1,43,36,1,1,1012
112110,2,1,44,45,-1,1,892
112110,2,1,45,16,1,1,1077
112110,2,1,46,32,-1,-1,773
112110,2,1,47,47,1,-1,556
112110,2,1,48,40,1,1,1638
112110,2,1,49,26,-1,-1,1228
112110,2,1,50,15,-1,-1,861
112110,2,1,51,45,1,1,1294
112110,2,1,52,15,-1,-1,859
112110,2,1,53,36,-1,1,853
112110,2,1,54,32,-1,1,1326
112110,2,1,55,44,1,1,1236
112110,2,1,56,36,1,1,981
112110,2,1,57,30,1,1,1141
112110,2,1,58,33,1,1,836
112110,2,1,59,51,1,1,845
112110,2,1,60,43,1,1,796
112110,2,1,61,21,-1,-1,917
112110,2,1,62,31,1,1,763
112110,2,1,63,17,-1,-1,901
112110,2,1,64,36,1,1,782
112110,2,1,65,34,1,1,782
112110,2,1,66,34,-1,1,693
112110,2,1,67,37,-1,-1,1061
112110,2,1,68,19,-1,-1,972
112110,2,1,69,12,-1,-1,821
112110,2,1,70,40,1,1,756
112110,2,1,71,44,1,1,797
112110,2,1,72,17,-1,-1,710
112110,2,1,73,38,1,1,685
112110,2,1,74,33,1,1,829
112110,2,1,75,30,-1,-1,1045
112110,2,1,76,35,1,-1,1029
112110,2,1,77,42,-1,1,756
112110,2,1,78,37,-1,-1,892
112110,2,1,79,36,-1,-1,589
112110,2,1,80,39,1,-1,732
112110,2,1,81,31,-1,-1,966
112110,2,1,82,7,-1,-1,965
112110,2,1,83,39,-1,1,1157
112110,2,1,84,26,-1,-1,701
112110,2,1,85,22,1,-1,693
112110,2,1,86,45,1,1,821
112110,2,1,87,23,-1,-1,614
112110,2,1,88,25,1,-1,797
112110,2,1,89,43,-1,1,1053
112110,2,1,90,38,-1,-1,997
112110,2,1,91,20,-1,-1,1181
112110,2,1,92,35,1,1,1283
112110,2,1,93,16,-1,-1,940
112110,2,1,94,39,-1,1,901
112110,2,1,95,31,-1,-1,1149
112110,2,1,96,14,-1,-1,1085
112110,2,1,97,47,-1,1,1214
112110,2,1,98,30,1,1,853
112110,2,1,99,22,1,1,1580
112110,2,1,100,23,1,-1,1253
112110,2,1,101,18,-1,1,646
112110,2,1,102,22,-1,-1,677
112110,2,1,103,28,-1,-1,668
112110,2,1,104,24,1,-1,739
112110,2,1,105,17,1,-1,1142
112110,2,1,106,21,-1,1,868
112110,2,1,107,39,1,1,989
112110,2,1,108,29,1,-1,941
112110,2,1,109,23,-1,1,1109
112110,2,1,110,37,1,1,1221
112110,2,1,111,29,-1,-1,1189
112110,2,1,112,14,1,-1,916
112110,2,1,113,22,-1,1,741
112110,2,1,114,25,-1,-1,1357
112110,2,1,115,46,1,1,1196
112110,2,1,116,37,1,1,1892
112110,2,1,117,34,1,-1,1917
112110,2,1,118,52,1,1,717
112110,2,1,119,33,-1,1,806
112110,2,1,120,38,1,-1,540
112110,2,1,121,35,-1,1,829
112110,2,1,122,23,1,-1,997
112110,2,1,123,13,-1,-1,1252
112110,2,1,124,24,1,-1,836
112110,2,1,125,44,-1,1,1277
112110,2,1,126,16,-1,1,2580
112110,2,1,127,20,1,-1,972
112110,2,1,128,26,1,1,1686
112110,2,1,129,27,-1,-1,1118
112110,2,1,130,46,1,-1,4284
112110,2,1,131,28,1,-1,1342
112110,2,1,132,19,1,-1,1364
112110,2,1,133,29,1,1,845
112110,2,1,134,54,1,1,1172
112110,2,1,135,31,1,-1,1205
112110,2,1,136,28,1,-1,1622
112110,2,1,137,28,-1,1,1155
112110,2,1,138,48,1,1,9118
112110,2,1,139,18,-1,-1,1094
112110,2,1,140,33,-1,-1,1101
112110,2,1,141,55,1,1,1149
112110,2,1,142,40,-1,1,4893
112110,2,1,143,8,-1,-1,860
112110,2,1,144,38,-1,1,2572
112110,2,1,145,41,1,-1,1932
112110,2,1,146,28,-1,-1,829
112110,2,1,147,20,-1,-1,740
112110,2,1,148,32,-1,-1,685
112110,2,1,149,35,-1,-1,1101
112110,2,1,150,26,1,1,12676
112110,2,1,151,26,-1,-1,3134
112110,2,1,152,53,1,1,3436
112110,2,1,153,37,1,1,1061
112110,2,1,154,35,1,1,4484
112110,2,1,155,40,1,1,2876
112110,2,1,156,32,1,1,972
112110,2,1,157,6,-1,-1,940
112110,2,1,158,38,1,1,3037
112110,2,1,159,30,-1,1,7884
112110,2,1,160,25,-1,-1,876
112110,3,1,1,35,-1,-1,855
112110,3,1,2,21,-1,-1,613
112110,3,1,3,12,-1,-1,956
112110,3,1,4,19,-1,-1,691
112110,3,1,5,20,-1,-1,654
112110,3,1,6,39,1,-1,773
112110,3,1,7,15,-1,-1,572
112110,3,1,8,16,-1,-1,662
112110,3,1,9,23,1,-1,597
112110,3,1,10,32,1,1,676
112110,3,1,11,27,1,-1,687
112110,3,1,12,16,-1,-1,565
112110,3,1,13,19,1,1,869
112110,3,1,14,50,1,1,779
112110,3,1,15,29,1,-1,733
112110,3,1,16,16,1,-1,541
112110,3,1,17,37,1,1,468
112110,3,1,18,45,1,1,700
112110,3,1,19,29,-1,1,613
112110,3,1,20,25,-1,-1,715
112110,3,1,21,54,1,1,630
112110,3,1,22,21,1,-1,789
112110,3,1,23,26,-1,1,1037
112110,3,1,24,22,-1,-1,597
112110,3,1,25,40,1,1,892
112110,3,1,26,45,1,1,701
112110,3,1,27,18,-1,-1,653
112110,3,1,28,29,1,-1,677
112110,3,1,29,25,1,-1,1141
112110,3,1,30,44,1,1,651
112110,3,1,31,17,-1,-1,629
112110,3,1,32,29,1,1,1036
112110,3,1,33,36,1,1,572
112110,3,1,34,49,1,1,587
112110,3,1,35,34,1,1,1028
112110,3,1,36,26,1,-1,1438
112110,3,1,37,34,-1,1,573
112110,3,1,38,31,1,-1,645
112110,3,1,39,18,-1,-1,701
112110,3,1,40,31,-1,1,757
112110,3,1,41,27,-1,-1,805
112110,3,1,42,27,1,-1,693
112110,3,1,43,55,1,1,620
112110,3,1,44,31,-1,1,821
112110,3,1,45,44,1,1,643
112110,3,1,46,42,-1,1,702
112110,3,1,47,43,1,-1,909
112110,3,1,48,34,1,-1,820
112110,3,1,49,11,-1,-1,740
112110,3,1,50,7,-1,-1,781
112110,3,1,51,23,-1,-1,749
112110,3,1,52,46,-1,1,565
112110,3,1,53,39,1,-1,949
112110,3,1,54,34,-1,1,1389
112110,3,1,55,25,-1,-1,557
112110,3,1,56,37,1,1,773
112110,3,1,57,22,-1,-1,700
112110,3,1,58,17,-1,-1,766
112110,3,1,59,31,1,-1,493
112110,3,1,60,33,-1,1,732
112110,3,1,61,6,-1,-1,581
112110,3,1,62,42,1,-1,980
112110,3,1,63,29,-1,1,508
112110,3,1,64,38,1,1,1084
112110,3,1,65,40,1,1,589
112110,3,1,66,20,-1,-1,821
112110,3,1,67,47,1,1,581
112110,3,1,68,22,1,-1,1038
112110,3,1,69,20,1,1,645
112110,3,1,70,31,1,1,669
112110,3,1,71,24,-1,1,589
112110,3,1,72,33,-1,1,1822
112110,3,1,73,15,1,-1,564
112110,3,1,74,23,1,1,1005
112110,3,1,75,24,1,1,669
112110,3,1,76,41,1,1,1084
112110,3,1,77,37,1,1,717
112110,3,1,78,26,1,-1,1452
112110,3,1,79,32,1,1,742
112110,3,1,80,37,-1,1,757
112110,3,1,81,36,-1,-1,1598
112110,3,1,82,36,-1,-1,844
112110,3,1,83,24,-1,-1,750
112110,3,1,84,35,-1,1,957
112110,3,1,85,33,1,-1,774
112110,3,1,86,28,1,1,853
112110,3,1,87,26,-1,1,1261
112110,3,1,88,38,1,1,885
112110,3,1,89,19,-1,-1,797
112110,3,1,90,15,-1,-1,524
112110,3,1,91,47,-1,1,573
112110,3,1,92,37,-1,1,972
112110,3,1,93,35,1,-1,621
112110,3,1,94,23,-1,1,620
112110,3,1,95,32,1,-1,420
112110,3,1,96,51,1,1,934
112110,3,1,97,52,1,1,589
112110,3,1,98,35,1,-1,1158
112110,3,1,99,30,-1,1,445
112110,3,1,100,36,1,-1,724
112110,3,1,101,24,-1,-1,580
112110,3,1,102,13,-1,-1,933
112110,3,1,103,28,1,-1,773
112110,3,1,104,30,1,-1,1861
112110,3,1,105,28,-1,1,459
112110,3,1,106,32,-1,-1,652
112110,3,1,107,39,1,1,1516
112110,3,1,108,42,1,1,461
112110,3,1,109,45,-1,1,628
112110,3,1,110,14,-1,-1,621
112110,3,1,111,48,1,1,532
112110,3,1,112,30,-1,-1,942
112110,3,1,113,21,-1,-1,654
112110,3,1,114,25,1,-1,772
112110,3,1,115,30,-1,1,1125
112110,3,1,116,47,1,1,564
112110,3,1,117,40,-1,1,629
112110,3,1,118,9,-1,-1,564
112110,3,1,119,26,-1,-1,1157
112110,3,1,120,33,1,-1,675
112110,3,1,121,24,1,-1,645
112110,3,1,122,32,-1,-1,1629
112110,3,1,123,27,-1,-1,565
112110,3,1,124,28,-1,-1,628
112110,3,1,125,31,-1,-1,732
112110,3,1,126,14,-1,-1,565
112110,3,1,127,41,-1,1,1060
112110,3,1,128,14,1,-1,741
112110,3,1,129,41,1,1,1133
112110,3,1,130,35,1,1,524
112110,3,1,131,28,-1,-1,1029
112110,3,1,132,8,-1,-1,677
112110,3,1,133,39,-1,1,1204
112110,3,1,134,39,-1,1,804
112110,3,1,135,29,-1,-1,885
112110,3,1,136,38,-1,-1,1172
112110,3,1,137,38,1,1,1061
112110,3,1,138,33,1,1,900
112110,3,1,139,43,1,1,798
112110,3,1,140,46,1,1,660
112110,3,1,141,38,-1,1,798
112110,3,1,142,30,1,-1,1101
112110,3,1,143,44,-1,1,461
112110,3,1,144,23,-1,-1,717
112110,3,1,145,46,1,1,709
112110,3,1,146,40,1,1,830
112110,3,1,147,22,-1,-1,733
112110,3,1,148,27,-1,-1,1036
112110,3,1,149,25,-1,-1,565
112110,3,1,150,36,1,1,741
112110,3,1,151,30,1,-1,1099
112110,3,1,152,34,1,1,766
112110,3,1,153,43,-1,1,1068
112110,3,1,154,18,1,-1,740
112110,3,1,155,22,1,-1,660
112110,3,1,156,21,-1,-1,1069
112110,3,1,157,53,1,1,621
112110,3,1,158,32,-1,-1,1141
112110,3,1,159,17,1,-1,573
112110,3,1,160,10,-1,-1,733
112110,4,1,1,33,-1,1,1894
112110,4,1,2,47,1,1,692
112110,4,1,3,21,1,-1,541
112110,4,1,4,34,-1,-1,1596
112110,4,1,5,33,-1,-1,1221
112110,4,1,6,10,-1,-1,620
112110,4,1,7,9,-1,-1,805
112110,4,1,8,14,-1,-1,494
112110,4,1,9,25,-1,-1,676
112110,4,1,10,48,1,1,542
112110,4,1,11,23,1,-1,813
112110,4,1,12,38,1,1,1021
112110,4,1,13,30,-1,-1,1901
112110,4,1,14,32,1,-1,949
112110,4,1,15,38,1,1,822
112110,4,1,16,23,-1,-1,604
112110,4,1,17,47,-1,1,508
112110,4,1,18,34,1,1,1301
112110,4,1,19,31,1,1,1381
112110,4,1,20,33,1,1,1070
112110,4,1,21,34,-1,1,1005
112110,4,1,22,11,-1,-1,636
112110,4,1,23,36,1,-1,1397
112110,4,1,24,54,1,1,636
112110,4,1,25,42,1,1,693
112110,4,1,26,40,-1,1,606
112110,4,1,27,41,-1,-1,1506
112110,4,1,28,40,1,-1,650
112110,4,1,29,45,1,1,1237
112110,4,1,30,36,-1,1,981
112110,4,1,31,21,-1,-1,629
112110,4,1,32,24,-1,-1,565
112110,4,1,33,37,-1,1,860
112110,4,1,34,37,1,1,1021
112110,4,1,35,36,-1,1,1117
112110,4,1,36,39,1,1,2006
112110,4,1,37,50,1,1,875
112110,4,1,38,35,-1,-1,1094
112110,4,1,39,26,1,-1,587
112110,4,1,40,36,1,1,740
112110,4,1,41,17,-1,-1,516
112110,4,1,42,35,1,1,1157
112110,4,1,43,30,-1,1,573
112110,4,1,44,44,1,1,741
112110,4,1,45,12,-1,-1,612
112110,4,1,46,23,-1,-1,613
112110,4,1,47,32,-1,1,1269
112110,4,1,48,45,-1,1,1244
112110,4,1,49,20,-1,-1,645
112110,4,1,50,32,1,-1,1388
112110,4,1,51,39,-1,1,700
112110,4,1,52,28,1,-1,909
112110,4,1,53,18,-1,-1,676
112110,4,1,54,30,1,1,1357
112110,4,1,55,39,1,1,621
112110,4,1,56,32,1,1,1332
112110,4,1,57,30,1,1,1084
112110,4,1,58,17,1,-1,540
112110,4,1,59,28,-1,1,1318
112110,4,1,60,39,-1,1,806
112110,4,1,61,53,1,1,2029
112110,4,1,62,16,-1,-1,541
112110,4,1,63,8,-1,-1,565
112110,4,1,64,22,-1,-1,605
112110,4,1,65,29,1,-1,661
112110,4,1,66,24,1,-1,1390
112110,4,1,67,19,1,-1,748
112110,4,1,68,19,-1,1,573
112110,4,1,69,30,1,1,877
112110,4,1,70,44,-1,1,501
112110,4,1,71,34,1,1,1660
112110,4,1,72,45,1,1,836
112110,4,1,73,13,-1,-1,590
112110,4,1,74,26,-1,-1,595
112110,4,1,75,20,1,-1,548
112110,4,1,76,31,1,1,1429
112110,4,1,77,22,-1,1,781
112110,4,1,78,25,-1,-1,797
112110,4,1,79,47,1,1,605
112110,4,1,80,41,1,1,685
112110,4,1,81,27,-1,-1,885
112110,4,1,82,35,1,1,1157
112110,4,1,83,39,1,1,965
112110,4,1,84,26,-1,-1,749
112110,4,1,85,35,-1,1,940
112110,4,1,86,41,1,1,828
112110,4,1,87,28,-1,-1,718
112110,4,1,88,37,-1,1,989
112110,4,1,89,29,-1,-1,805
112110,4,1,90,15,-1,-1,917
112110,4,1,91,6,-1,-1,772
112110,4,1,92,16,1,-1,686
112110,4,1,93,33,1,1,861
112110,4,1,94,29,1,1,989
112110,4,1,95,51,1,1,621
112110,4,1,96,15,1,-1,797
112110,4,1,97,25,1,-1,1997
112110,4,1,98,28,-1,1,781
112110,4,1,99,18,-1,-1,974
112110,4,1,100,24,-1,-1,782
112110,4,1,101,37,1,1,854
112110,4,1,102,27,1,-1,1389
112110,4,1,103,27,1,-1,981
112110,4,1,104,27,-1,1,596
112110,4,1,105,31,-1,1,1452
112110,4,1,106,31,-1,-1,428
112110,4,1,107,18,1,-1,726
112110,4,1,108,40,1,1,1277
112110,4,1,109,16,-1,1,621
112110,4,1,110,28,1,-1,628
112110,4,1,111,40,1,1,613
112110,4,1,112,23,1,-1,637
112110,4,1,113,26,-1,-1,1349
112110,4,1,114,26,1,-1,710
112110,4,1,115,25,1,-1,981
112110,4,1,116,52,1,1,828
112110,4,1,117,22,1,-1,957
112110,4,1,118,46,-1,1,605
112110,4,1,119,44,1,1,909
112110,4,1,120,23,-1,-1,756
112110,4,1,121,30,-1,-1,805
112110,4,1,122,17,-1,-1,868
112110,4,1,123,14,-1,-1,507
112110,4,1,124,22,-1,-1,813
112110,4,1,125,43,-1,1,812
112110,4,1,126,22,1,-1,653
112110,4,1,127,33,1,1,1021
112110,4,1,128,7,-1,-1,557
112110,4,1,129,21,-1,-1,597
112110,4,1,130,37,1,-1,813
112110,4,1,131,46,1,1,989
112110,4,1,132,29,1,1,1965
112110,4,1,133,49,1,1,700
112110,4,1,134,24,-1,-1,717
112110,4,1,135,32,-1,-1,757
112110,4,1,136,29,-1,-1,524
112110,4,1,137,31,-1,-1,724
112110,4,1,138,32,-1,-1,534
112110,4,1,139,35,1,-1,940
112110,4,1,140,27,-1,-1,1260
112110,4,1,141,42,-1,1,717
112110,4,1,142,24,1,-1,501
112110,4,1,143,43,1,1,957
112110,4,1,144,21,-1,-1,1069
112110,4,1,145,38,-1,1,1359
112110,4,1,146,15,-1,-1,644
112110,4,1,147,38,1,1,1302
112110,4,1,148,43,1,1,1124
112110,4,1,149,31,1,1,1685
112110,4,1,150,38,-1,1,797
112110,4,1,151,34,1,-1,1230
112110,4,1,152,36,1,1,755
112110,4,1,153,46,1,1,532
112110,4,1,154,14,1,-1,820
112110,4,1,155,25,-1,-1,2060
112110,4,1,156,42,1,1,750
112110,4,1,157,29,-1,-1,1524
112110,4,1,158,55,1,1,566
112110,4,1,159,19,-1,-1,605
112110,4,1,160,20,-1,-1,813
112110,5,1,1,21,1,-1,836
112110,5,1,2,44,-1,1,644
112110,5,1,3,21,-1,1,981
112110,5,1,4,26,1,1,1052
112110,5,1,5,47,1,-1,612
112110,5,1,6,31,-1,1,1284
112110,5,1,7,54,1,-1,1285
112110,5,1,8,38,-1,1,1180
112110,5,1,9,27,-1,-1,1028
112110,5,1,10,44,1,1,1125
112110,5,1,11,36,1,1,1429
112110,5,1,12,19,1,-1,677
112110,5,1,13,30,1,1,1510
112110,5,1,14,27,-1,1,1310
112110,5,1,15,30,-1,-1,1021
112110,5,1,16,31,-1,1,1533
112110,5,1,17,36,1,1,1436
112110,5,1,18,39,1,1,901
112110,5,1,19,33,1,1,829
112110,5,1,20,6,-1,-1,765
112110,5,1,21,39,-1,1,1037
112110,5,1,22,33,1,1,1213
112110,5,1,23,24,-1,-1,820
112110,5,1,24,45,1,1,980
112110,5,1,25,28,-1,1,1572
112110,5,1,26,46,1,1,1020
112110,5,1,27,45,-1,1,733
112110,5,1,28,49,1,-1,1094
112110,5,1,29,16,-1,-1,685
112110,5,1,30,43,1,1,1077
112110,5,1,31,29,-1,-1,1389
112110,5,1,32,24,-1,-1,588
112110,5,1,33,37,-1,1,909
112110,5,1,34,14,-1,-1,573
112110,5,1,35,17,1,-1,749
112110,5,1,36,20,1,-1,997
112110,5,1,37,32,-1,-1,1444
112110,5,1,38,41,1,1,685
112110,5,1,39,46,1,1,693
112110,5,1,40,52,1,1,644
112110,5,1,41,29,1,-1,1836
112110,5,1,42,34,1,1,964
112110,5,1,43,15,-1,-1,1020
112110,5,1,44,43,-1,1,804
112110,5,1,45,51,1,1,885
112110,5,1,46,12,-1,-1,605
112110,5,1,47,40,1,1,973
112110,5,1,48,38,1,1,837
112110,5,1,49,35,1,1,765
112110,5,1,50,38,-1,1,773
112110,5,1,51,33,-1,-1,829
112110,5,1,52,36,1,-1,1421
112110,5,1,53,33,-1,-1,1245
112110,5,1,54,28,1,-1,1341
112110,5,1,55,45,1,1,790
112110,5,1,56,22,1,-1,699
112110,5,1,57,25,1,-1,996
112110,5,1,58,20,-1,1,1173
112110,5,1,59,21,-1,-1,685
112110,5,1,60,28,1,-1,558
112110,5,1,61,48,1,1,692
112110,5,1,62,35,-1,1,843
112110,5,1,63,22,-1,-1,732
112110,5,1,64,26,-1,-1,590
112110,5,1,65,22,-1,-1,726
112110,5,1,66,38,1,1,780
112110,5,1,67,29,1,1,1374
112110,5,1,68,23,-1,-1,893
112110,5,1,69,36,-1,1,805
112110,5,1,70,44,1,1,716
112110,5,1,71,24,-1,-1,621
112110,5,1,72,34,-1,1,1013
112110,5,1,73,15,-1,-1,557
112110,5,1,74,40,1,1,1038
112110,5,1,75,26,-1,-1,980
112110,5,1,76,23,-1,-1,708
112110,5,1,77,30,-1,-1,684
112110,5,1,78,46,-1,1,717
112110,5,1,79,35,-1,1,1766
112110,5,1,80,32,1,-1,811
112110,5,1,81,7,-1,-1,573
112110,5,1,82,25,1,-1,725
112110,5,1,83,37,-1,1,989
112110,5,1,84,32,1,-1,1885
112110,5,1,85,42,1,1,693
112110,5,1,86,20,-1,-1,1109
112110,5,1,87,42,-1,1,844
112110,5,1,88,14,-1,-1,605
112110,5,1,89,17,-1,-1,549
112110,5,1,90,53,1,1,589
112110,5,1,91,32,1,1,1141
112110,5,1,92,25,-1,-1,860
112110,5,1,93,41,1,1,604
112110,5,1,94,38,1,1,812
112110,5,1,95,24,1,-1,806
112110,5,1,96,10,-1,-1,604
112110,5,1,97,26,-1,-1,1149
112110,5,1,98,27,-1,-1,948
112110,5,1,99,22,-1,-1,812
112110,5,1,100,47,1,1,702
112110,5,1,101,18,1,-1,541
112110,5,1,102,55,1,1,612
112110,5,1,103,27,1,-1,853
112110,5,1,104,16,1,-1,518
112110,5,1,105,27,1,1,1276
112110,5,1,106,39,1,1,597
112110,5,1,107,50,1,1,709
112110,5,1,108,41,-1,1,837
112110,5,1,109,18,-1,-1,605
112110,5,1,110,14,1,-1,621
112110,5,1,111,23,1,-1,901
112110,5,1,112,31,-1,1,909
112110,5,1,113,32,-1,-1,1004
112110,5,1,114,30,1,1,1372
112110,5,1,115,43,1,1,877
112110,5,1,116,21,-1,-1,932
112110,5,1,117,31,1,-1,939
112110,5,1,118,37,1,1,867
112110,5,1,119,40,1,1,709
112110,5,1,120,30,-1,-1,902
112110,5,1,121,24,1,-1,821
112110,5,1,122,29,-1,-1,1253
112110,5,1,123,11,-1,-1,556
112110,5,1,124,31,1,-1,1229
112110,5,1,125,33,1,1,685
112110,5,1,126,34,1,1,565
112110,5,1,127,15,1,-1,741
112110,5,1,128,35,1,1,685
112110,5,1,129,17,-1,-1,1093
112110,5,1,130,39,1,1,828
112110,5,1,131,25,-1,-1,781
112110,5,1,132,19,-1,-1,589
112110,5,1,133,29,-1,-1,884
112110,5,1,134,34,-1,-1,885
112110,5,1,135,13,-1,-1,509
112110,5,1,136,36,-1,1,860
112110,5,1,137,35,1,-1,845
112110,5,1,138,37,1,1,509
112110,5,1,139,29,1,-1,1702
112110,5,1,140,22,1,-1,557
112110,5,1,141,8,-1,-1,557
112110,5,1,142,23,1,-1,869
112110,5,1,143,40,-1,1,709
112110,5,1,144,37,1,-1,1149
112110,5,1,145,25,-1,-1,2125
112110,5,1,146,23,-1,-1,684
112110,5,1,147,30,1,-1,597
112110,5,1,148,34,1,1,892
112110,5,1,149,26,1,-1,1020
112110,5,1,150,47,-1,1,732
112110,5,1,151,39,-1,-1,1044
112110,5,1,152,32,-1,-1,2020
112110,5,1,153,42,1,1,1108
112110,5,1,154,18,-1,-1,933
112110,5,1,155,19,-1,-1,924
112110,5,1,156,9,-1,-1,1022
112110,5,1,157,31,1,-1,1117
112110,5,1,158,28,-1,1,733
112110,5,1,159,28,-1,-1,765
112110,5,1,160,16,-1,-1,589
112201,1,2,1,36,1,-1,2440
112201,1,2,2,11,-1,1,1105
112201,1,2,3,20,-1,-1,2100
112201,1,2,4,27,-1,-1,891
112201,1,2,5,50,1,1,1180
112201,1,2,6,40,1,1,1200
112201,1,2,7,46,1,1,444
112201,1,2,8,16,-1,-1,585
112201,1,2,9,18,-1,-1,436
112201,1,2,10,42,1,1,434
112201,1,2,11,9,-1,-1,684
112201,1,2,12,8,-1,-1,570
112201,1,2,13,28,-1,-1,451
112201,1,2,14,36,1,-1,962
112201,1,2,15,28,-1,-1,827
112201,1,2,16,29,-1,-1,724
112201,1,2,17,29,-1,-1,1099
112201,1,2,18,40,1,1,523
112201,1,2,19,22,-1,-1,778
112201,1,2,20,44,1,1,364
112201,1,2,21,30,-1,-1,626
112201,1,2,22,25,-1,-1,563
112201,1,2,23,14,-1,-1,580
112201,1,2,24,34,1,-1,980
112201,1,2,25,36,1,1,594
112201,1,2,26,22,-1,-1,547
112201,1,2,27,39,1,1,523
112201,1,2,28,19,-1,-1,530
112201,1,2,29,43,1,1,500
112201,1,2,30,35,1,1,811
112201,1,2,31,34,1,1,803
112201,1,2,32,52,1,1,435
112201,1,2,33,31,1,-1,1290
112201,1,2,34,37,1,1,451
112201,1,2,35,26,-1,-1,907
112201,1,2,36,25,-1,-1,748
112201,1,2,37,25,-1,-1,555
112201,1,2,38,14,-1,-1,508
112201,1,2,39,45,1,1,458
112201,1,2,40,21,-1,-1,564
112201,1,2,41,29,-1,1,1274
112201,1,2,42,33,1,1,945
112201,1,2,43,47,1,1,548
112201,1,2,44,27,-1,-1,875
112201,1,2,45,34,1,-1,683
112201,1,2,46,33,1,1,1002
112201,1,2,47,33,1,1,857
112201,1,2,48,26,-1,-1,995
112201,1,2,49,55,1,1,524
112201,1,2,50,39,1,1,507
112201,1,2,51,13,-1,-1,586
112201,1,2,52,27,-1,-1,836
112201,1,2,53,37,1,1,434
112201,1,2,54,15,-1,-1,729
112201,1,2,55,32,1,1,619
112201,1,2,56,6,-1,-1,604
112201,1,2,57,43,1,1,514
112201,1,2,58,21,-1,-1,628
112201,1,2,59,40,1,1,675
112201,1,2,60,31,1,1,1787
112201,1,2,61,17,-1,-1,531
112201,1,2,62,37,1,1,564
112201,1,2,63,23,-1,-1,668
112201,1,2,64,33,1,1,1635
112201,1,2,65,35,1,1,562
112201,1,2,66,23,-1,-1,554
112201,1,2,67,19,-1,-1,564
112201,1,2,68,18,-1,-1,499
112201,1,2,69,46,1,1,426
112201,1,2,70,35,1,1,947
112201,1,2,71,31,1,-1,563
112201,1,2,72,32,1,1,664
112201,1,2,73,23,-1,-1,580
112201,1,2,74,35,1,1,491
112201,1,2,75,32,1,1,763
112201,1,2,76,36,1,1,372
112201,1,2,77,39,1,1,458
112201,1,2,78,26,-1,-1,532
112201,1,2,79,32,1,-1,1131
112201,1,2,80,37,1,1,418
112201,1,2,81,28,-1,-1,723
112201,1,2,82,14,-1,-1,340
112201,1,2,83,51,1,1,563
112201,1,2,84,38,1,1,452
112201,1,2,85,28,-1,-1,571
112201,1,2,86,10,-1,-1,523
112201,1,2,87,46,1,-1,523
112201,1,2,88,18,-1,-1,585
112201,1,2,89,17,-1,-1,549
112201,1,2,90,30,-1,1,643
112201,1,2,91,28,-1,-1,1218
112201,1,2,92,31,1,-1,2131
112201,1,2,93,44,1,1,377
112201,1,2,94,16,-1,-1,603
112201,1,2,95,26,-1,1,1107
112201,1,2,96,7,-1,-1,684
112201,1,2,97,15,-1,-1,499
112201,1,2,98,25,-1,-1,947
112201,1,2,99,24,-1,-1,467
112201,1,2,100,32,1,-1,899
112201,1,2,101,41,1,1,746
112201,1,2,102,44,1,1,307
112201,1,2,103,38,1,1,444
112201,1,2,104,30,-1,-1,530
112201,1,2,105,45,1,1,475
112201,1,2,106,41,1,1,425
112201,1,2,107,24,-1,-1,860
112201,1,2,108,29,-1,-1,661
112201,1,2,109,32,1,1,1043
112201,1,2,110,17,-1,-1,435
112201,1,2,111,43,1,1,451
112201,1,2,112,21,-1,-1,675
112201,1,2,113,16,-1,-1,690
112201,1,2,114,22,-1,-1,403
112201,1,2,115,42,1,1,386
112201,1,2,116,30,-1,1,1212
112201,1,2,117,22,-1,-1,291
112201,1,2,118,21,-1,-1,338
112201,1,2,119,36,1,-1,428
112201,1,2,120,39,1,1,321
112201,1,2,121,41,1,1,293
112201,1,2,122,27,-1,-1,763
112201,1,2,123,20,-1,-1,580
112201,1,2,124,19,-1,-1,603
112201,1,2,125,29,-1,-1,484
112201,1,2,126,38,1,1,452
112201,1,2,127,42,1,1,521
112201,1,2,128,37,1,1,516
112201,1,2,129,24,-1,-1,570
112201,1,2,130,31,1,1,1011
112201,1,2,131,26,-1,1,539
112201,1,2,132,23,-1,-1,290
112201,1,2,133,12,-1,-1,379
112201,1,2,134,20,-1,-1,410
112201,1,2,135,29,-1,1,964
112201,1,2,136,34,1,-1,299
112201,1,2,137,33,1,1,715
112201,1,2,138,39,1,1,411
112201,1,2,139,47,1,1,483
112201,1,2,140,48,1,1,355
